_id,pin,address,billing_city,current_delq_tax,current_delq_pi,prior_years,prior_delq_tax,prior_delq_pi,state_description,neighborhood,council_district,ward,public_works_division,pli_division,police_zone,fire_zone,longitude,latitude
2664452,0174K00385000000,702 STERRETT ST,"PITTSBURGH, PA",0,0,2,152.48,10.79,Residential,Homewood South,9,13,2,13,5,3-17,-79.89458619443502,40.455262623095486
2664453,0174P00186000000,7327 HAMILTON AVE,"PITTSBURGH, PA",0,0,2,205.88,14.58,Residential,Homewood South,9,13,2,13,5,3-17,-79.89430763217747,40.45409825535646
2664454,0174R00204000000,605 BRUSHTON AVE,"PITTSBURGH, PA",0,0,2,1997.5,432.78,Commercial,Homewood South,9,13,2,13,5,3-17,-79.8893992409221,40.45307706205393
2664455,0174K00365000B00,704 STERRETT ST,"PITTSBURGH, PA",0,0,2,148.7,10.53,Residential,Homewood South,9,13,2,13,5,3-17,-79.89457311048135,40.455302975369285
2664456,0175G00088000000,7733 SUSQUEHANNA ST,"PITTSBURGH, PA",0,0,2,810.38,42.21,Residential,Homewood South,9,13,2,13,5,3-17,-79.88920769141804,40.45016883464156
2664457,0174P00202000000,616 STERRETT ST,"PITTSBURGH, PA",0,0,2,118.2,8.37,Residential,Homewood South,9,13,2,13,5,3-17,-79.89491561479338,40.45445438188785
2664458,0174P00203000000,618 STERRETT ST,"PITTSBURGH, PA",0,0,2,171.56,12.15,Residential,Homewood South,9,13,2,13,5,3-17,-79.89490205976355,40.45448597534431
2664459,0174P00185000000,7329 HAMILTON AVE,"PITTSBURGH, PA",0,0,2,205.88,14.58,Residential,Homewood South,9,13,2,13,5,3-17,-79.89425344639913,40.45408372612321
2664460,0174R00177000000,BRUSHTON AVE,"PITTSBURGH, PA",0,0,2,49.58,0.62,Residential,Homewood South,9,13,2,13,5,3-17,-79.88860384811753,40.45512121564591
2664461,0175G00013000000,7754 TIOGA ST,"PITTSBURGH, PA",0,0,2,199.16,34.18,Residential,Homewood South,9,13,2,13,5,3-17,-79.888102091996,40.45020594540923
2664462,0125H00332000A00,7003 BENNETT ST,"STROUDSBURG, PA",0,0,2,278.28,16.23,Residential,Homewood South,9,13,2,13,5,3-17,-79.9012517935609,40.457709122675006
2664463,0125M00010000000,7031 BENNETT ST,"PITTSBURGH, PA",0,0,2,717.76,8.85,Residential,Homewood South,9,13,2,13,5,3-17,-79.90017649010883,40.45754462423592
2664464,0175H00071000000,SUSQUEHANNA ST,"PITTSBURGH, PA",0,0,2,129.6,7.57,Residential,Homewood South,9,13,2,13,5,3-17,-79.88514573976343,40.448801867909765
2664465,0174K00365000A00,706 STERRETT ST,"PITTSBURGH, PA",0,0,2,148.7,10.53,Residential,Homewood South,9,13,2,13,5,3-17,-79.89455698444442,40.45533665115062
2664466,0175G00071000000,SUSQUEHANNA ST,"PITTSBURGH, PA",0,0,2,22.56,0.38,Residential,Homewood South,9,13,2,13,5,3-17,-79.88785804110398,40.449686975666154
2664467,0174P00201000000,614 STERRETT ST,"PITTSBURGH, PA",0,0,2,118.2,8.37,Residential,Homewood South,9,13,2,13,5,3-17,-79.89492506603266,40.45442235501999
2664468,0125M00033000A00,7016 BENNETT ST,"PITTSBURGH, PA",0,0,2,899.64,11.25,Residential,Homewood South,9,13,2,13,5,3-17,-79.90088853451523,40.457152535897755
2664469,0175D00117000000,7924 TACOMA ST,"WEST MIFFLIN, PA",0,0,2,461.28,5.77,Residential,Homewood South,9,13,2,13,5,3-17,-79.88571260074723,40.45034548578841
2664470,0174K00362000A00,720 STERRETT ST,"PITTSBURGH, PA",0,0,2,152.52,10.81,Residential,Homewood South,9,13,2,13,5,3-17,-79.89444149726727,40.4556586880075
2664471,0174J00103000000,7239 KELLY ST,"PITTSBURGH, PA",0,0,2,233.79,0.38,Residential,Homewood South,9,13,2,13,5,3-17,-79.89540610540385,40.45536153775308
2664472,0125M00342000000,7043 HAMILTON AVE,"PITTSBURGH, PA",0,0,2,931.35,12.31,Residential,Homewood South,9,13,2,13,5,3-17,-79.90051181046381,40.45559083459729
2664473,0174P00029000000,7435 TIOGA ST,"PITTSBURGH, PA",0,0,2,229.06,13.36,Residential,Homewood South,9,13,2,13,5,3-17,-79.89341711437929,40.45283476768928
2664474,0174L00139000000,DURANGO WAY,"PITTSBURGH, PA",0,0,2,31.69,1.27,Residential,Homewood South,9,13,2,13,5,3-17,-79.8889578537368,40.45531990956147
2664475,0175G00068000000,SUSQUEHANNA ST,"PITTSBURGH, PA",0,0,2,30.76,0.52,Residential,Homewood South,9,13,2,13,5,3-17,-79.88753460774812,40.449572709474666
2664476,0174J00277000000,7225 BENNETT ST,"PITTSBURGH, PA",0,0,2,1538.79,87.8,Residential,Homewood South,9,13,2,13,5,3-17,-79.8954820203934,40.45647502412382
2664477,0174P00174000000,7347 HAMILTON AVE,"PITTSBURGH, PA",0,0,2,205.88,14.58,Residential,Homewood South,9,13,2,13,5,3-17,-79.8937568981823,40.4539726934357
2664478,0174K00308000000,7505 BENNETT ST,"PITTSBURGH, PA",0,0,2,1223.68,10.19,Residential,Homewood South,9,13,2,13,5,3-17,-79.89188435370643,40.45558488228457
2664479,0175G00070000000,SUSQUEHANNA ST,"PITTSBURGH, PA",0,0,2,30.76,0.52,Residential,Homewood South,9,13,2,13,5,3-17,-79.88775345527733,40.449643528791
2664480,0174K00387000A00,7307 KELLY ST,"PITTSBURGH, PA",0,0,2,163.92,11.61,Residential,Homewood South,9,13,2,13,5,3-17,-79.89452456620792,40.45514413171209
2664481,0174P00001000000,7318 TIOGA ST,"PITTSBURGH, PA",0,0,2,224.94,2.81,Commercial,Homewood South,9,13,2,13,5,3-17,-79.8952458355347,40.4530993828843
2664482,0174K00335000000,7324 BENNETT ST,"PITTSBURGH, PA",0,0,2,267.82,3.34,Residential,Homewood South,9,13,2,13,5,3-17,-79.89362858638198,40.45555532444549
2664483,0125H00333000000,7003 BENNETT ST,"STROUDSBURG, PA",0,0,2,274.46,16.01,Residential,Homewood South,9,13,2,13,5,3-17,-79.90120330444883,40.45770314589928
2664484,0174P00342000000,7327 KELLY ST,"PITTSBURGH, PA",0,0,2,493.98,3.11,Residential,Homewood South,9,13,2,13,5,3-17,-79.89386729515216,40.455090154719855
2664485,0175G00082000000,7805 SUSQUEHANNA ST,"PITTSBURGH, PA",0,0,2,1231.3,15.39,Residential,Homewood South,9,13,2,13,5,3-17,-79.88874848580254,40.44999859114269
2664486,0174J00350000000,810 N LANG AVE,"PITTSBURGH, PA",0,0,2,975.88,12.2,Residential,Homewood South,9,13,2,13,5,3-17,-79.89853228826473,40.45732471684054
2664487,0174P00400000000,COLLIER ST,"PITTSBURGH, PA",0,0,2,232.56,16.48,Commercial,Homewood South,9,13,2,13,5,3-17,-79.89302985011028,40.4539876790391
2664488,0174S00022000000,7812 KELLY ST,"SAN FRANCISCO, CA",0,0,2,804.36,10.05,Residential,Homewood South,9,13,2,13,5,3-17,-79.8866814496767,40.452898290531614
2664489,0174K00343000000,7308 BENNETT ST,"PITTSBURGH, PA",0,0,2,53.32,6.22,Residential,Homewood South,9,13,2,13,5,3-17,-79.89418598590598,40.455697379771614
2664490,0174L00158000000,BRUSHTON AVE,"PITTSBURGH, PA",0,0,2,125.82,1.57,Residential,Homewood South,9,13,2,13,5,3-17,-79.88788124959143,40.45522693099129
2664491,0174P00030000000,7433 TIOGA ST,"PITTSBURGH, PA",0,0,2,1040.7,225.48,Residential,Homewood South,9,13,2,13,5,3-17,-79.89349089343965,40.45285852473301
2664492,0174P00180000000,7335 HAMILTON AVE,"PITTSBURGH, PA",0,0,2,205.88,14.58,Residential,Homewood South,9,13,2,13,5,3-17,-79.8941018767335,40.45404930278749
2664493,0175G00069000000,SUSQUEHANNA ST,"PITTSBURGH, PA",0,0,2,30.76,0.52,Residential,Homewood South,9,13,2,13,5,3-17,-79.88763764267301,40.449609601515995
2664494,0174L00126000000,7608 FRANKSTOWN AVE,"MC KEES ROCKS, PA",0,0,2,293.08,1.9,Commercial,Homewood South,9,13,2,13,5,3-17,-79.88970469861245,40.455612697421294
2664495,0174R00209000000,7701 HAMILTON AVE,"PITTSBURGH, PA",0,0,2,2958.16,640.91,Residential,Homewood South,9,13,2,13,5,3-17,-79.88870152424528,40.45285761580408
2664496,0174N00288000000,SUSQUEHANNA ST,"PITTSBURGH, PA",0,0,2,64.48,4.89,Residential,Homewood South,9,13,2,13,5,3-17,-79.89678385522232,40.453337894708085
2664497,0175H00079000000,7958 TIOGA ST,"PITTSBURGH, PA",0,0,2,267.82,18.96,Residential,Homewood South,9,13,2,13,5,3-17,-79.88486953466467,40.449128512478445
2664498,0174J00094000000,621 N HOMEWOOD AVE,"PITTSBURGH, PA",0,0,2,711.06,251.61,Gov't Owned,Homewood South,9,13,2,13,5,3-17,-79.89736788098325,40.45530537245149
2664499,0174R00226000000,714 BRUSHTON AVE,"PITTSBURGH, PA",0,0,2,1213.43,49.51,Commercial,Homewood South,9,13,2,13,5,3-17,-79.88831771758504,40.454109328456894
2664500,0175C00152000000,7708 TIOGA ST,"MONSEY, NY",0,0,2,419.36,5.25,Residential,Homewood South,9,13,2,13,5,3-17,-79.88968301039054,40.45082952367721
2664501,0175G00019000000,7806 TIOGA ST,"PITTSBURGH, PA",0,0,2,28.7,0.48,Commercial,Homewood South,9,13,2,13,5,3-17,-79.88770874995004,40.45007046738159
2664502,0175C00038000200,7608 ALSACE WAY,"PITTSBURGH, PA",0,0,2,518.44,6.47,Residential,Homewood South,9,13,2,13,5,3-17,-79.890889801564,40.45222780755115
2664503,0175D00146000000,ROSEDALE ST,"PITTSBURGH, PA",0,0,2,55.1,2.76,Residential,Homewood South,9,13,2,13,5,3-17,-79.88597093492328,40.45103366065312
2664504,0175G00010000000,TIOGA ST,"PITTSBURGH, PA",0,0,2,89.18,3.29,Residential,Homewood South,9,13,2,13,5,3-17,-79.88828605426195,40.45025915322982
2664505,0174K00400000000,FLEURY WAY,"PITTSBURGH, PA",0,0,2,594.68,42.11,Commercial,Homewood South,9,13,2,13,5,3-17,-79.89424631396214,40.45527550640488
2664506,0174P00182000000,7331 HAMILTON AVE,"PITTSBURGH, PA",0,0,2,205.88,14.58,Residential,Homewood South,9,13,2,13,5,3-17,-79.89419942609483,40.45407363165087
2664507,0174R00208000000,BRUSHTON AVE,"PITTSBURGH, PA",0,0,2,156.32,33.88,Residential,Homewood South,9,13,2,13,5,3-17,-79.88892445474461,40.45290862845025
2664508,0174P00175000000,7345 HAMILTON AVE,"PITTSBURGH, PA",0,0,2,205.88,14.58,Residential,Homewood South,9,13,2,13,5,3-17,-79.89380983458422,40.453986912749286
2664509,0175L00003000000,ROSEDALE ST,"PITTSBURGH, PA",0,0,2,19.52,1.05,Residential,Homewood South,9,13,2,13,5,3-17,-79.88779545729707,40.44783376637703
2664510,0175C00346000000,HAMILTON AVE,"PITTSBURGH, PA",0,0,2,39.56,0.07,Residential,Homewood South,9,13,2,13,5,3-17,-79.88777199361013,40.45217915118437
2664511,0174R00145000000,7600 HAMILTON AVE,"PITTSBURGH, PA",0,0,2,571.8,123.88,Commercial,Homewood South,9,13,2,13,5,3-17,-79.89106975765374,40.45286057103689
2664512,0174P00002000000,TIOGA ST,"PITTSBURGH, PA",0,0,2,224.94,2.81,Commercial,Homewood South,9,13,2,13,5,3-17,-79.89516468308457,40.45306834838004
2664513,0174R00092000000,KELLY ST,"MONSEY, NY",0,0,2,29.31,0.26,Residential,Homewood South,9,13,2,13,5,3-17,-79.89042153153814,40.453751304222685
2664514,0174R00240000000,BRUSHTON AVE,"PITTSBURGH, PA",0,0,2,125.82,1.57,Residential,Homewood South,9,13,2,13,5,3-17,-79.88790710348027,40.45516080699459
2664515,0174P00082000000,7328 HAMILTON AVE,"PITTSBURGH, PA",0,0,2,22677.62,283.47,Commercial,Homewood South,9,13,2,13,5,3-17,-79.89453895628294,40.45375335561497
2664516,0174K00365000000,708 STERRETT ST,"PITTSBURGH, PA",0,0,2,148.7,10.53,Residential,Homewood South,9,13,2,13,5,3-17,-79.89454886027758,40.455371697900745
2664517,0174K00372000000,710 STERRETT ST,"PITTSBURGH, PA",0,0,2,152.48,10.79,Residential,Homewood South,9,13,2,13,5,3-17,-79.89453042064977,40.455409528478526
2664518,0175H00104000000,ROSEDALE ST,"PITTSBURGH, PA",0,0,2,24.6,0.4,Residential,Homewood South,9,13,2,13,5,3-17,-79.88681012193956,40.44961171223117
2664519,0125H00256000A00,7018 FRANKSTOWN AVE,"PITTSBURGH, PA",0,0,2,190.66,6.35,Residential,Homewood South,9,13,2,13,5,3-17,-79.90031816272896,40.4580345612101
2664520,0175C00191000000,522 CORA ST,"PITTSBURGH, PA",0,0,2,118.2,1.47,Residential,Homewood South,9,13,2,13,5,3-17,-79.88714195977602,40.45102922395873
2664521,0175H00187000000,OAKWOOD ST,"WASHINGTON, PA",0,0,2,105.46,11.96,Residential,Homewood South,9,13,2,13,5,3-17,-79.88459929802528,40.45001111705141
2664522,0174R00178000000,BRUSHTON AVE,"PITTSBURGH, PA",0,0,2,49.58,0.62,Residential,Homewood South,9,13,2,13,5,3-17,-79.88862920307177,40.45506034823634
2664523,0125M00160000000,7003 KELLY ST,"PITTSBURGH, PA",0,0,2,888.11,36.23,Industrial,Homewood South,9,13,2,13,5,3-17,-79.90150828670971,40.456843204765896
2664524,0174P00200000000,612 STERRETT ST,"PITTSBURGH, PA",0,0,2,163.94,11.61,Residential,Homewood South,9,13,2,13,5,3-17,-79.89493910139434,40.45438669403203
2664525,0175D00068000000,CORA ST,"MONSEY, NY",0,0,2,106.74,1.33,Residential,Homewood South,9,13,2,13,5,3-17,-79.88691580652849,40.45161638794723
2664526,0174R00239000000,BRUSHTON AVE,"PITTSBURGH, PA",0,0,2,125.82,1.57,Residential,Homewood South,9,13,2,13,5,3-17,-79.88792566711285,40.455100974723294
2664527,0125H00256000000,7018 FRANKSTOWN AVE,"PITTSBURGH, PA",0,0,2,180.4,6.01,Residential,Homewood South,9,13,2,13,5,3-17,-79.90036195216489,40.45805189929216
2664528,0174J00347000000,804 N LANG AVE,"SNELLVILLE, GA",0,0,2,991.16,57.82,Residential,Homewood South,9,13,2,13,5,3-17,-79.89860304830421,40.457147278192224
2664529,0175C00038000100,7610 MULFORD ST,"PITTSBURGH, PA",0,0,2,773.86,9.67,Residential,Homewood South,9,13,2,13,5,3-17,-79.89080073916767,40.45236829300172
2664530,0174P00167000000,7361 HAMILTON AVE,"PITTSBURGH, PA",0,0,2,205.88,14.58,Residential,Homewood South,9,13,2,13,5,3-17,-79.89336633910276,40.45388329465844
2664531,0175G00031000000,ROSEDALE ST,"PITTSBURGH, PA",0,0,2,34.86,0.58,Residential,Homewood South,9,13,2,13,5,3-17,-79.88732596480878,40.449769981902776
2664532,0174N00307000000,7228 SUSQUEHANNA ST,"MONROEVILLE, PA",0,0,2,770.87,6.74,Residential,Homewood South,9,13,2,13,5,3-17,-79.89718463510833,40.4530637334932
2664533,0174K00385000B00,7303 KELLY ST,"PITTSBURGH, PA",0,0,2,190.6,13.5,Residential,Homewood South,9,13,2,13,5,3-17,-79.89464026505976,40.455162978135895
2664534,0175L00004000000,ROSEDALE ST,"PITTSBURGH, PA",0,0,2,19.52,1.05,Residential,Homewood South,9,13,2,13,5,3-17,-79.88783699001955,40.44776051978465
2664535,0174S00067000000,721 OAKWOOD ST,"PITTSBURGH, PA",0,0,2,290.73,24.67,Residential,Homewood South,9,13,2,13,5,3-17,-79.8857792501356,40.45359055581847
2664536,0174P00061000000,TIOGA ST,"PITTSBURGH, PA",0,0,2,123.1,5.02,Residential,Homewood South,9,13,2,13,5,3-17,-79.89487255288489,40.45338037861978
2664537,0175C00190000000,522 CORA ST,"PITTSBURGH, PA",0,0,2,142.74,1.78,Residential,Homewood South,9,13,2,13,5,3-17,-79.88717377473297,40.45097186218187
2664538,0174P00177000000,7341 HAMILTON AVE,"PITTSBURGH, PA",0,0,2,205.88,14.58,Residential,Homewood South,9,13,2,13,5,3-17,-79.89392838337442,40.454008567402255
2664539,0174P00156000000,7501 HAMILTON AVE,"PITTSBURGH, PA",0,0,2,2676.02,189.54,Commercial,Homewood South,9,13,2,13,5,3-17,-79.89231239925992,40.45366982232848
2664540,0125M00031000000,7024 BENNETT ST,"PITTSBURGH, PA",0,0,2,799.5,109.93,Residential,Homewood South,9,13,2,13,5,3-17,-79.90066528262545,40.45716934914908
2664541,0175G00021000000,7810 TIOGA ST,"PITTSBURGH, PA",0,0,2,4182.02,69.7,Commercial,Homewood South,9,13,2,13,5,3-17,-79.88758070519054,40.450016987274566
2664542,0174J00105000000,7237 KELLY ST,"PITTSBURGH, PA",0,0,2,45.1,6.39,Commercial,Homewood South,9,13,2,13,5,3-17,-79.89554693216952,40.455479612672846
2664543,0175C00355000000,7711 MULFORD ST,"PITTSBURGH, PA",0,0,2,27.55,11.41,Residential,Homewood South,9,13,2,13,5,3-17,-79.88850677220208,40.45225753054599
2664544,0125H00334000000,7005 BENNETT ST,"STROUDSBURG, PA",0,0,2,274.46,16.01,Residential,Homewood South,9,13,2,13,5,3-17,-79.90110166310619,40.45767779559324
2664545,0174P00168000000,7359 HAMILTON AVE,"PITTSBURGH, PA",0,0,2,629,44.54,Residential,Homewood South,9,13,2,13,5,3-17,-79.8934209738971,40.45389603348861
2664546,0175C00007000000,HAMILTON AVE,"MONSEY, NY",0,0,2,33.54,0.43,Residential,Homewood South,9,13,2,13,5,3-17,-79.88967971412525,40.45260674808032
2664547,0175D00202000000,7924 HAMILTON AVE,"PITTSBURGH, PA",0,0,2,14.1,0.17,Residential,Homewood South,9,13,2,13,5,3-17,-79.88481229851742,40.45148015192427
2664548,0125M00164000000,7007 KELLY ST,"PITTSBURGH, PA",0,0,2,1421.55,58,Commercial,Homewood South,9,13,2,13,5,3-17,-79.90130017347995,40.45679525094968
2664549,0125S00030000000,7021 SUSQUEHANNA ST,"PITTSBURGH, PA",0,0,2,229.16,5.85,Residential,Homewood South,9,13,2,13,5,3-17,-79.90175596579203,40.455028188909495
2664550,0174R00344000000,7704 BENNETT ST,"PITTSBURGH, PA",0,0,2,481.76,30.11,Residential,Homewood South,9,13,2,13,5,3-17,-79.88789730406583,40.45426415897988
2664551,0175H00115000000,7915 TIOGA ST,"PITTSBURGH, PA",0,0,2,1299.92,75.83,Residential,Homewood South,9,13,2,13,5,3-17,-79.88630943535696,40.45013371712447
2664552,0174K00389000A00,7313 KELLY ST,"PITTSBURGH, PA",0,0,2,163.94,11.61,Residential,Homewood South,9,13,2,13,5,3-17,-79.8943600609399,40.455104290465755
2664553,0174R00366000000,7707 BENNETT ST,"PITTSBURGH, PA",0,0,2,419.36,90.84,Residential,Homewood South,9,13,2,13,5,3-17,-79.88757803819027,40.45468633598036
2664554,0175G00087000A00,CASSINA WAY,"PITTSBURGH, PA",0,0,2,14.36,2.03,Residential,Homewood South,9,13,2,13,5,3-17,-79.88899461469174,40.45024992268286
2664555,0175C00180000000,CORA ST,"PITTSBURGH, PA",0,0,2,22.88,0.28,Commercial,Homewood South,9,13,2,13,5,3-17,-79.88718123309741,40.45072387571685
2664556,0125G00171000000,6827 FRANKSTOWN AVE,"Pittsburgh, PA",0,0,2,950.43,12.54,Residential,Homewood West,9,12,2,12,5,3-17,-79.90474018770358,40.4584445808854
2664557,0124S00137000000,6824 LYRIC ST,"PITTSBURGH, PA",0,0,2,350.7,4.38,Residential,Homewood West,9,12,2,12,5,3-18,-79.90275712060499,40.462921248154906
2664558,0125M00140000000,KELLY ST,"NATIONAL CITY, CA",0,0,2,41.03,1.67,Residential,Homewood West,9,12,2,12,5,3-17,-79.90339553614008,40.45727703324983
2664559,0124R00219000000,6714 ATWELL ST,"PITTSBURGH, PA",0,0,2,1257.96,272.53,Residential,Homewood West,9,12,2,12,5,3-18,-79.90421302209381,40.46277420229201
2664560,0125M00149000000,6943 KELLY ST,"PITTSBURGH, PA",0,0,2,390.99,10.21,Industrial,Homewood West,9,12,2,12,5,3-17,-79.90255093924024,40.457180347461055
2664561,0125H00306000000,6923 BENNETT ST,"PITTSBURGH, PA",0,0,2,1337.83,1765.42,Residential,Homewood West,9,12,2,12,5,3-17,-79.90274638633906,40.45807484813656
2664562,0124S00267000000,6933 MOUNT VERNON ST,"PITTSBURGH, PA",0,0,2,74.01,54.13,Residential,Homewood West,9,12,2,12,5,3-18,-79.90072084170714,40.46302092904968
2664563,0125C00229000000,857 INWOOD ST,"PITTSBURGH, PA",0,0,2,413.9,11.74,Residential,Homewood West,9,12,2,12,5,3-17,-79.9048606688563,40.460370732094255
2664564,0124S00206000000,UPLAND ST,"PITTSBURGH, PA",0,0,2,18.62,0.29,Residential,Homewood West,9,12,2,12,5,3-18,-79.90121408212073,40.46339719043886
2664565,0125M00141000000,KELLY ST,"NATIONAL CITY, CA",0,0,2,41.03,1.67,Residential,Homewood West,9,12,2,12,5,3-17,-79.90330846194556,40.45725501278506
2664566,0125H00122000000,915 N MURTLAND ST,"PITTSBURGH, PA",0,0,2,20.98,15.27,Residential,Homewood West,9,12,2,12,5,3-17,-79.90116971570592,40.45922653130996
2664567,0125G00222000000,6819 FRANKSTOWN AVE,"PITTSBURGH, PA",0,0,2,110.57,7.22,Residential,Homewood West,9,12,2,12,5,3-17,-79.90518427182202,40.4584095457642
2664568,0125M00042000000,711 N MURTLAND ST,"MONSEY, NY",0,0,2,2592.16,0,Residential,Homewood West,9,12,2,12,5,3-17,-79.90183450484878,40.45727360777323
2664569,0125D00179000000,1205 N MURTLAND ST,"PITTSBURGH, PA",0,0,2,533.68,6.67,Residential,Homewood West,9,12,2,12,5,3-18,-79.90016950059862,40.461617355682286
2664570,0125M00139000000,KELLY ST,"NATIONAL CITY, CA",0,0,2,99.65,4.07,Residential,Homewood West,9,12,2,12,5,3-17,-79.90347459010164,40.45729564033977
2664571,0124S00354000000,CHAUCER ST,"PITTSBURGH, PA",0,0,2,38.65,0.24,Residential,Homewood West,9,12,2,12,5,3-18,-79.89959946515187,40.463794302400935
2664572,0125G00104000000,6908 BENNETT ST,"GIBSONIA, PA",0,0,2,568.56,30.68,Residential,Homewood West,9,12,2,12,5,3-17,-79.90376692818249,40.45776121563468
2664573,0125H00314000000,6943 BENNETT ST,"MONSEY, NY",0,0,2,495.6,12.38,Residential,Homewood West,9,12,2,12,5,3-17,-79.90217887050748,40.458001094467214
2664574,0125C00208000000,852 INWOOD ST,"HOUSTON, TX",0,0,2,419.32,5.25,Residential,Homewood West,9,12,2,12,5,3-17,-79.90427452820579,40.4603421363084
2664575,0014P00140000000,339 ROCHELLE ST,"PITTSBURGH, PA",0,0,2,1368.52,17.1,Residential,Knoxville,3,30,4,30,3,4-21,-79.99494691341073,40.41519779013383
2664576,0033C00125000000,510 BROWNSVILLE RD,"MURRYSVILLE, PA",0,0,2,2714.14,192.24,Commercial,Knoxville,3,30,4,30,3,4-7,-79.99008233177585,40.41174522038892
2664577,0014R00105000000,141 ROCHELLE ST,"PITTSBURGH, PA",0,0,2,186.8,2.34,Residential,Knoxville,3,30,4,30,3,4-6,-79.99007476593069,40.415332707185435
2664578,0033K00103000000,228 REIFERT ST,"BEAVER, PA",0,0,2,5538.86,69.24,Commercial,Knoxville,3,30,4,30,3,4-7,-79.99329231255254,40.40811731496128
2664579,0033A00276000000,435 ARABELLA ST,"PITTSBURGH, PA",0,0,2,1166.52,14.58,Residential,Knoxville,3,30,4,30,3,4-7,-79.99684683566409,40.412299765453945
2664580,0014P00258000000,236 BAUSMAN ST,"PITTSBURGH, PA",0,0,2,956.82,11.96,Residential,Knoxville,3,30,4,30,3,4-7,-79.99230673034364,40.414108776463614
2664581,0014L00211000000,132 CHARLES ST,"WALNUT CREEK, CA",0,0,2,12.62,0.63,Residential,Knoxville,3,30,4,30,3,4-6,-79.98967351836886,40.4164074730376
2664582,0014K00076000000,301 ORCHARD PL,"PITTSBURGH, PA",0,0,2,18.12,1.06,Residential,Knoxville,3,30,4,30,3,4-21,-79.99332368711043,40.418211350024734
2664583,0014L00081000000,118 ORCHARD PL,"PITTSBURGH, PA",0,0,2,1419.43,0,Residential,Knoxville,3,30,4,30,3,4-6,-79.98914112312998,40.41791014137527
2664584,0033B00128000000,304 MATHEWS AVE,"PITTSBURGH, PA",0,0,2,299.56,21.23,Residential,Knoxville,3,30,4,30,3,4-7,-79.99325095035391,40.413080273147806
2664585,0033E00339000000,410 REIFERT ST,"PITTSBURGH, PA",0,0,2,304.57,0.01,Residential,Knoxville,3,30,4,30,3,4-7,-79.99608985984936,40.40920989941407
2664586,0014N00231000000,409 BAUSMAN ST,"APOLLO, PA",0,0,2,162.11,0,Residential,Knoxville,3,30,4,30,3,4-7,-79.995545105008,40.414434056996576
2664587,0033F00383000000,718 BROWNSVILLE RD,"PITTSBURGH, PA",0,0,2,5881.92,73.52,Commercial,Knoxville,3,30,4,30,3,4-7,-79.99116675482239,40.409428101168494
2664588,0033C00119000000,180 KNOX AVE,"PITTSBURGH, PA",0,0,2,950.63,33.27,Residential,Knoxville,3,30,4,30,3,4-7,-79.99025982353133,40.412326759201456
2664589,0033G00007000000,209 SUNCREST ST,"PITTSBURGH, PA",0,0,2,2634.1,32.92,Residential,Knoxville,3,30,4,30,3,4-7,-79.99097279955613,40.41070965724749
2664590,0014P00097000000,224 ZARA ST,"PITTSBURGH, PA",0,0,2,725.72,96.76,Residential,Knoxville,3,30,4,30,3,4-6,-79.99178698512075,40.41561800400902
2664591,0014P00104000000,ZARA ST,"PITTSBURGH, PA",0,0,2,28.6,1.92,Residential,Knoxville,3,30,4,30,3,4-6,-79.99120708028174,40.415633092974126
2664592,0014K00279000000,CHARLES ST,"PITTSBURGH, PA",0,0,2,104.84,57.05,Residential,Knoxville,3,30,4,30,3,4-21,-79.99459783974744,40.41668155458351
2664593,0014R00179000000,AMANDA AVE,"WEST NEWTON, PA",0,0,2,58.35,1.43,Commercial,Knoxville,3,30,4,30,3,4-7,-79.98823792557076,40.41459796361316
2664594,0014R00161000000,122 ROCHELLE ST,"ELIZABETH, PA",0,0,2,43.98,1.79,Residential,Knoxville,3,30,4,30,3,4-6,-79.98913687033976,40.41494380793655
2664595,0033F00017000000,228 MOORE AVE,"PITTSBURGH, PA",0,0,2,416.17,4.28,Residential,Knoxville,3,30,4,30,3,4-7,-79.99180756852925,40.41122818163348
2664596,0033A00248000000,421 PARKLOW ST,"PITTSBURGH, PA",0,0,2,1184.92,13.38,Residential,Knoxville,3,30,4,30,3,4-7,-79.99603693923086,40.41324213121782
2664597,0033J00242000000,329 WILBUR ST,"PITTSBURGH, PA",0,0,2,394.7,23.02,Residential,Knoxville,3,30,4,30,3,4-7,-79.99534006231734,40.40859905129971
2664598,0033K00220000000,736 BROWNSVILLE RD,"MURRYSVILLE, PA",0,0,2,2287.24,162.01,Commercial,Knoxville,3,30,4,30,3,4-7,-79.99138652206683,40.40895638555872
2664599,0014N00201000000,423 ROCHELLE ST,"PITTSBURGH, PA",0,0,2,579.48,7.25,Residential,Knoxville,3,30,4,30,3,4-21,-79.9963664599116,40.415155489679535
2664600,0033E00294000000,404 ALICE ST,"DAYTON, OH",0,0,2,584.47,7.96,Residential,Knoxville,3,30,4,30,3,4-7,-79.99539589603106,40.40994872344964
2664601,0014L00118000000,153 JUCUNDA ST,"PITTSBURGH, PA",0,0,2,2096.6,26.2,Residential,Knoxville,3,30,4,30,3,4-6,-79.99048431942846,40.41754359042312
2664602,0014R00210000000,144 BAUSMAN ST,"PITTSBURGH, PA",0,0,2,6461.36,80.76,Commercial,Knoxville,3,30,4,30,3,4-7,-79.99029574172624,40.41416576152649
2664603,0014R00175000000,93 AMANDA AVE,"PITTSBURGH, PA",0,0,2,26.7,0.33,Commercial,Knoxville,3,30,4,30,3,4-6,-79.98833856893451,40.4147506829946
