_id,pin,address,billing_city,current_delq_tax,current_delq_pi,prior_years,prior_delq_tax,prior_delq_pi,state_description,neighborhood,council_district,ward,public_works_division,pli_division,police_zone,fire_zone,longitude,latitude
2679301,0075M00269000000,WOODS RUN AVE,"PITTSBURGH, PA",0,0,19,12139.89,12678.31,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.03407174247384,40.4756337511541
2679302,0076N00052000000,1330 COMPLETE ST,"PITTSBURGH, PA",0,0,19,8005.62,7714.45,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.0328018263661,40.47353416510813
2679303,0045N00014000000,1308 HALSEY PL,"PITTSBURGH, PA",0,0,19,15109.5,5879.16,Residential,Marshall-Shadeland,6,27,1,27,1,1-9,-80.02897543384253,40.46471913877832
2679304,0076N00018000000,SHADELAND AVE,"INDIANAPOLIS, IN",0,0,19,7925.83,7839.48,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.03213499113583,40.474556523368555
2679305,0075S00216000000,LECKY AVE,,0,0,19,634.81,717.01,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.03431006246856,40.47462480203141
2679306,0076J00358000000,171 LECKY AVE,,0,0,19,10292.44,12010.89,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.0326509244863,40.47576566178236
2679307,0075S00335000000,GEYER AVE,"POSTON, SC",0,0,19,7366.49,6185.66,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.03347841160955,40.47275083146169
2679308,0045F00055000000,2615 STAYTON ST,"PITTSBURGH, PA",0,0,19,537.73,621.83,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.02753613596569,40.46897487150293
2679309,0076N00200000000,3054 FREDERICK ST,"PITTSBURGH, PA",0,0,19,14421.74,4141.99,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.03054949545357,40.47327645604686
2679310,0076F00076000000,1100 LANGTRY ST,"PITTSBURGH, PA",0,0,19,9170.08,10148.97,Residential,Marshall-Shadeland,1,27,1,27,1,1-14,-80.02826407384067,40.47747285226308
2679311,0044M00024000000,TRIMBLE ST,"PITTSBURGH, PA",0,0,19,1517.79,1234.9,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.03331401172474,40.46712152085424
2679312,0044D00253000000,FORSYTHE ST,"PITTSBURGH, PA",0,0,19,6797.06,5968.28,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.03546302215221,40.470627725024286
2679313,0076K00256000000,934 ROTHPLETZ ST,"PITTSBURGH, PA",0,0,19,13856.1,11935.33,Residential,Marshall-Shadeland,1,27,1,27,1,1-14,-80.02547015754446,40.47586060833006
2679314,0075S00138000000,MCCLURE AVE,"PITTSBURGH, PA",0,0,19,611.02,703.09,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.03560396443622,40.4731190840571
2679315,0075S00139000000,MCCLURE AVE,,0,0,19,4898.27,3379.87,Commercial,Marshall-Shadeland,6,27,1,27,1,1-14,-80.03564393533446,40.47307363851669
2679316,0045N00067000000,1330 MARSHALL AVE,"PITTSBURGH, PA",0,0,19,7697.39,8126.93,Residential,Marshall-Shadeland,6,27,1,27,1,1-9,-80.02934318532378,40.46346293234189
2679317,0076K00145000000,GRAND AVE,,0,0,19,536.15,582.54,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.02616816549809,40.475098082526685
2679318,0045A00383000000,WADLOW ST,"PITTSBURGH, PA",0,0,19,7801.01,7879.57,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.02876257898558,40.471704284363206
2679319,0045N00049000000,MCCOOK ST,"PITTSBURGH, PA",0,0,19,758.95,904.76,Residential,Marshall-Shadeland,6,27,1,27,1,1-9,-80.0296077609822,40.46361193462417
2679320,0076E00002000000,SHELBY ST,"CRANBERRY TWP, PA",0,0,19,1757.9,1988.59,Residential,Marshall-Shadeland,1,27,1,27,1,1-14,-80.02910834007571,40.47709333073818
2679321,0076N00300000000,WADLOW ST,,0,0,19,4795.35,3241.66,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.02917409725073,40.472320450248525
2679322,0076F00119000000,LANGTRY ST,"PITTSBURGH, PA",0,0,19,9686.47,9561.13,Residential,Marshall-Shadeland,1,27,1,27,1,1-14,-80.02715577882563,40.47803184194167
2679323,0045N00305000000,2334 CALIFORNIA AVE,"PITTSBURGH, PA",0,0,19,29089.93,26655.04,Residential,Marshall-Shadeland,6,27,1,27,1,1-9,-80.03132812995838,40.46331529259184
2679324,0044D00025000000,ECKERT ST,"PITTSBURGH, PA",0,0,19,6074.24,4789.33,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.03287489266421,40.47160375741544
2679325,0075S00207000000,LECKY AVE,"PITTSBURGH, PA",0,0,19,560.8,616.07,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.03421771743908,40.474148429663245
2679326,0045B00038000000,2909 STAYTON ST,"LINESVILLE, PA",0,0,19,21229.49,20026.18,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.02818366693286,40.47138830737229
2679327,0075S00183000000,3152 LECKY AVE,"PITTSBURGH, PA",0,0,19,7209.16,5954.95,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.03534272201112,40.472850293577736
2679328,0076N00261000000,WADLOW ST,"PITTSBURGH, PA",0,0,19,520.44,570.86,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.0304455574728,40.4745186246536
2679329,0045N00066000000,1330 MARSHALL AVE,,0,0,19,7865.97,8130.71,Residential,Marshall-Shadeland,6,27,1,27,1,1-9,-80.02930124210073,40.46350049413949
2679330,0044D00174000000,1520 FORSYTHE ST,"PITTSBURGH, PA",0,0,19,13817.48,11337.3,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.03444761193124,40.4708795419911
2679331,0076N00024000J00,DAVIS ROW,,0,0,19,4223.52,3466,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.03224577017765,40.474148577628135
2679332,0044M00012000000,PLOUGH ST,"PITTSBURGH, PA",0,0,19,7617.58,6506.87,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.0330143412883,40.4671123286067
2679333,0075S00202000000,LECKY AVE,"NEW PORT RICHE, FL",0,0,19,2713.23,2154.91,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.03432815839177,40.4738356244457
2679334,0045N00325000000,CALIFORNIA AVE,"PITTSBURGH, PA",0,0,19,6694.58,5735.45,Residential,Marshall-Shadeland,6,27,1,27,1,1-9,-80.03223609978595,40.46456449206774
2679335,0044D00266000000,FORSYTHE ST,,0,0,19,3863.42,2602.56,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.03447380045155,40.470525787139074
2679336,0076K00319000000,1105 HALL ST,"CRANBERRY TWP, PA",0,0,19,21128.52,20011.06,Residential,Marshall-Shadeland,1,27,1,27,1,1-14,-80.0278262649808,40.47674178724516
2679337,0075S00135000000,MCCLURE AVE,,0,0,19,683.37,764.66,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.03549592767993,40.47323713099431
2679338,0075S00276000000,GEYER AVE,"PITTSBURGH, PA",0,0,19,1080.48,783.84,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.03463489427827,40.47320446869036
2679339,0044D00087000000,COHUTTA ST,"PITTSBURGH, PA",0,0,19,4970.09,5266.09,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.0369613287857,40.47132450866432
2679340,0044D00263000000,FORSYTHE ST,"PITTSBURGH, PA",0,0,19,4096.91,4537.31,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.0347479535007,40.47058905546877
2679341,0044H00059000000,TOBERG ST,"PITTSBURGH, PA",0,0,19,5446.23,6197.57,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.03359806949433,40.46758899944631
2679342,0076K00146000000,GRAND AVE,"PITTSBURGH, PA",0,0,19,10494.17,10466.66,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.02608408641714,40.47526357806951
2679343,0045A00302000000,2911 BREKER ST,"PITTSBURGH, PA",0,0,19,25394.95,22424.7,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.02969236266247,40.4711418132842
2679344,0045N00058000000,JAWETT ST,"PITTSBURGH, PA",0,0,19,6703.41,3938.48,Residential,Marshall-Shadeland,6,27,1,27,1,1-9,-80.02922714736486,40.46395587801468
2679345,0044D00255000000,FORSYTHE ST,"WASHINGTON, PA",0,0,19,8928.24,11995.9,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.03534860697617,40.470649138979645
2679346,0045B00122000000,MCDOWELL ST,"PITTSBURGH, PA",0,0,19,24436.07,21908.26,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.0268475630895,40.47036575652757
2679347,0045B00053000000,STAYTON ST,"PITTSBURGH, PA",0,0,19,5598.15,4964.44,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.0279221202697,40.47060039623605
2679348,0076N00024000H00,DAVIS ROW,"PITTSBURGH, PA",0,0,19,4297.54,3566.86,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.03219148083564,40.47414936668077
